applicant_id,application_date,decision_date,visa_status,nationality,processing_center,job_title,job_info_education,naics_title,annual_income_usd,processing_time_days,application_date_year,application_date_month,application_date_day,application_date_dayofweek,decision_date_year,decision_date_month,decision_date_day,decision_date_dayofweek,annual_income_usd_to_processing_time_days_ratio,applicant_id_frequency,visa_status_frequency,nationality_frequency
A-15140-78394,2015-06-02,2015-12-16,Certified-Expired,MEXICO,MA,Associate,Doctorate,Custom Computer Programming Services,160000.0,197,2015,6,2,1,2015,12,16,2,808.0808080808081,1,3341,173
A-15188-95217,2015-07-07,2016-01-06,Certified-Expired,INDIA,OH,PROGRAMMER ANALYST,Master's,Custom Computer Programming Services,86000.0,183,2015,7,7,1,2016,1,6,2,467.39130434782606,1,3341,4703
A-14224-97495,2014-08-12,2015-01-26,Certified-Expired,CANADA,NEW JERSEY,Engineering Manager,Master's,Administrative Management and General Management Consulting Services,155854.0,167,2014,8,12,1,2015,1,26,0,927.702380952381,1,3341,280
A-14173-80750,2014-07-08,2014-12-02,Certified-Expired,INDIA,IOWA,Computer Systems Analyst II,Master's,Custom Computer Programming Services,85000.0,147,2014,7,8,1,2014,12,2,1,574.3243243243244,1,3341,4703
A-14346-34121,2014-12-31,2015-07-30,Certified,INDIA,MASSACHUSETTS,Senior Programmer Analyst,Master's,Custom Computer Programming Services,105560.0,211,2014,12,31,2,2015,7,30,3,497.92452830188677,1,4398,4703
A-16025-64540,2016-01-26,2016-05-13,Certified,INDIA,NE,Senior Software Engineer,Master's,Custom Computer Programming Services,81910.0,108,2016,1,26,1,2016,5,13,4,751.4678899082569,1,4398,4703
A-15314-37735,2015-11-19,2016-06-20,Certified,INDIA,IL,Application Developer,Bachelor's,Custom Computer Programming Services,91562.0,214,2015,11,19,3,2016,6,20,0,425.86976744186046,1,4398,4703
A-15176-91173,2015-07-06,2016-04-11,Certified,INDIA,RI,Systems Advisor Java SQL (Enterprise Digital),Master's,Custom Computer Programming Services,121244.0,280,2015,7,6,0,2016,4,11,0,431.47330960854094,1,4398,4703
A-14336-30089,2014-12-15,2015-07-08,Certified,BRAZIL,FLORIDA,Project Engineering Manager,Master's,Other Construction Material Merchant Wholesalers,95202.0,205,2014,12,15,0,2015,7,8,2,462.1456310679612,1,4398,58
A-15254-16888,2015-09-11,2016-02-26,Certified-Expired,INDIA,GA,Software Developer (Sr. Level),Bachelor's,Custom Computer Programming Services,111500.0,168,2015,9,11,4,2016,2,26,4,659.7633136094674,1,3341,4703
A-16057-77530,2016-05-13,2016-08-05,Certified,INDIA,TX,Software Engineer,Master's,Custom Computer Programming Services,81952.0,84,2016,5,13,4,2016,8,5,4,964.1411764705882,1,4398,4703
A-15140-78497,2015-05-22,2015-11-19,Certified-Expired,INDIA,CA,Senior ETL/Business Intelligence Administrator,Bachelor's,Custom Computer Programming Services,114837.0,181,2015,5,22,4,2015,11,19,3,630.9725274725274,1,3341,4703
A-15134-76526,2015-05-19,2015-11-30,Certified-Expired,CANADA,CA,ASSOCIATE ENGINEER - FACADES,Master's,Custom Computer Programming Services,96000.0,195,2015,5,19,1,2015,11,30,0,489.7959183673469,1,3341,280
A-15051-52315,2015-02-26,2015-09-04,Certified,INDIA,DELAWARE,"Hospitalist, Pediatrics",Other,Specialty (except Psychiatric and Substance Abuse) Hospitals,150000.0,190,2015,2,26,3,2015,9,4,4,785.3403141361257,1,4398,4703
A-16127-06581,2016-04-28,2016-06-10,Denied,CANADA,TX,FARM WORKER,Master's,Custom Computer Programming Services,16952.0,43,2016,4,28,3,2016,6,10,4,385.27272727272725,1,225,280
A-14275-12273,2014-10-08,2015-04-13,Certified,INDIA,MARYLAND,Sr. Occupational Therapist,Master's,Nursing Care Facilities,83928.0,187,2014,10,8,2,2015,4,13,0,446.4255319148936,1,4398,4703
A-15309-36235,2015-12-07,2016-04-22,Certified,INDIA,MA,Sr. Data Integration Specialist,Bachelor's,Custom Computer Programming Services,123000.0,137,2015,12,7,0,2016,4,22,4,891.304347826087,1,4398,4703
A-15084-61721,2015-04-16,2015-11-04,Certified-Expired,SPAIN,MA,IT Director,Bachelor's,Custom Computer Programming Services,124979.0,202,2015,4,16,3,2015,11,4,2,615.6600985221675,1,3341,26
A-16071-83249,2016-03-29,2016-06-29,Certified,INDIA,NJ,Statistician/Statistical Consultant (Ph.D.),Doctorate,Custom Computer Programming Services,100422.0,92,2016,3,29,1,2016,6,29,2,1079.8064516129032,1,4398,4703
A-16047-73634,2016-02-16,2016-06-10,Certified,INDIA,CA,Software Developer,Bachelor's,Custom Computer Programming Services,98342.0,115,2016,2,16,1,2016,6,10,4,847.7758620689655,1,4398,4703
A-14231-99449,2014-08-19,2015-04-24,Certified,INDIA,ILLINOIS,Accountant,Bachelor's,Offices of Certified Public Accountants,48000.0,248,2014,8,19,1,2015,4,24,4,192.7710843373494,1,4398,4703
A-14353-36389,2014-12-19,2015-07-27,Certified,INDIA,MASSACHUSETTS,Senior Consultant,Bachelor's,Custom Computer Programming Services,116584.0,220,2014,12,19,4,2015,7,27,0,527.5294117647059,1,4398,4703
A-16174-24898,2016-06-28,2016-08-30,Certified,INDIA,CA,Technical Program Manager,Master's,Custom Computer Programming Services,108000.0,63,2016,6,28,1,2016,8,30,1,1687.5,1,4398,4703
A-16130-07468,2016-05-09,2016-07-27,Certified,INDIA,IL,Technical Project Manager,Master's,Custom Computer Programming Services,102000.0,79,2016,5,9,0,2016,7,27,2,1275.0,1,4398,4703
A-16081-87247,2016-05-24,2016-08-03,Certified,CANADA,CA,Component Design Engineer,Bachelor's,Custom Computer Programming Services,120390.0,71,2016,5,24,1,2016,8,3,2,1672.0833333333333,1,4398,280
A-16202-34548,2016-07-27,2016-10-03,Certified,INDIA,CT,Pharmacist-In-Charge,Bachelor's,Custom Computer Programming Services,118100.0,68,2016,7,27,2,2016,10,3,0,1711.5942028985507,1,4398,4703
A-16302-66444,2016-10-28,2016-11-01,Withdrawn,CHINA,GA,Poultry Processing Worker,Other,Custom Computer Programming Services,93101.0,4,2016,10,28,4,2016,11,1,1,18620.2,1,361,750
A-15274-24305,2015-11-12,2016-03-31,Certified-Expired,INDIA,KS,Computer Systems Analyst,Master's,Custom Computer Programming Services,75000.0,140,2015,11,12,3,2016,3,31,3,531.9148936170212,1,3341,4703
A-15239-12464,2015-08-28,2015-09-11,Withdrawn,SOUTH KOREA,CALIFORNIA,Pizza Delivery Driver,Master's,Limited-Service Restaurants,21466.0,14,2015,8,28,4,2015,9,11,4,1431.0666666666666,1,361,617
A-14300-19741,2014-11-26,2015-05-19,Certified,CHINA,CALIFORNIA,System Validation Engineer,Master's,Semiconductor and Other Electronic Component Manufacturing,95930.0,174,2014,11,26,2,2015,5,19,1,548.1714285714286,1,4398,750
A-15323-41650,2016-01-27,2016-05-11,Certified,INDIA,MA,Software Engineer/OBIEE,Master's,Custom Computer Programming Services,86882.0,105,2016,1,27,2,2016,5,11,2,819.6415094339623,1,4398,4703
A-16159-18522,2016-06-07,2016-10-11,Certified,JAPAN,NY,Live In Housekeeper,Master's,Custom Computer Programming Services,27768.0,126,2016,6,7,1,2016,10,11,1,218.64566929133858,1,4398,51
A-16223-41168,2016-09-06,2016-11-15,Certified,IRELAND,MA,Software Engineer,Bachelor's,Custom Computer Programming Services,78120.0,70,2016,9,6,1,2016,11,15,1,1100.281690140845,1,4398,19
A-14179-83350,2014-06-30,2015-04-02,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - II,Bachelor's,Computer Systems Design Services,54059.0,276,2014,6,30,0,2015,4,2,3,195.15884476534296,1,3341,4703
A-16054-75781,2016-02-25,2016-06-14,Certified,INDIA,NC,Staff Software Engineer,Master's,Custom Computer Programming Services,81619.0,110,2016,2,25,3,2016,6,14,1,735.3063063063063,1,4398,4703
A-15183-94444,2015-07-08,2016-01-15,Certified-Expired,INDIA,TX,Computer Systems Analyst - II,Bachelor's,Custom Computer Programming Services,64438.0,191,2015,7,8,2,2016,1,15,4,335.6145833333333,1,3341,4703
A-15357-54339,2016-01-15,2016-05-16,Certified,ROMANIA,NY,Risk Analytics/Modeling Professional I,Master's,Custom Computer Programming Services,97000.0,122,2016,1,15,4,2016,5,16,0,788.6178861788618,1,4398,27
A-15118-71322,2015-05-05,2015-12-02,Certified-Expired,INDIA,OR,Emulation Applications Engineer,Master's,Custom Computer Programming Services,120000.0,211,2015,5,5,1,2015,12,2,2,566.0377358490566,1,3341,4703
A-15310-36942,2015-12-14,2016-08-16,Certified,INDIA,WA,Programmer Analyst,Bachelor's,Custom Computer Programming Services,84739.0,246,2015,12,14,0,2016,8,16,1,343.07287449392715,1,4398,4703
A-15093-63783,2015-04-03,2015-11-17,Certified-Expired,INDIA,CA,"Member Technical Staff, Software",Master's,Custom Computer Programming Services,74568.0,228,2015,4,3,4,2015,11,17,1,325.6244541484716,1,3341,4703
A-14261-08345,2014-10-03,2015-02-27,Certified-Expired,TURKEY,NEW YORK,"Associate, Fixed Income Division Credit, Java Developer, Risk Calculation",Master's,Investment Banking and Securities Dealing,105789.0,147,2014,10,3,4,2015,2,27,4,714.7905405405405,1,3341,42
A-15362-55035,2016-04-15,2016-12-14,Certified,ITALY,WA,Preschool Teacher,High School,Custom Computer Programming Services,33738.0,243,2016,4,15,4,2016,12,14,2,138.2704918032787,1,4398,51
A-15261-19176,2015-12-14,2016-07-15,Certified,SOUTH KOREA,NY,Jewelry Designer,Bachelor's,Custom Computer Programming Services,43742.0,214,2015,12,14,0,2016,7,15,4,203.45116279069768,1,4398,617
A-14234-00603,2014-08-25,2015-01-23,Certified-Expired,NEPAL,NEW JERSEY,SOFTWARE ENGINEERS,Master's,Other Computer Related Services,106000.0,151,2014,8,25,0,2015,1,23,4,697.3684210526316,1,3341,61
A-14262-08433,2014-11-11,2015-04-23,Certified,CHINA,NEW JERSEY,Assurance Manager (Real Estate),Bachelor's,Offices of Certified Public Accountants,89940.0,163,2014,11,11,1,2015,4,23,3,548.4146341463414,1,4398,750
A-16070-82732,2016-03-24,2016-06-29,Certified,INDIA,AR,Software Engineer III,Master's,Custom Computer Programming Services,117645.0,97,2016,3,24,3,2016,6,29,2,1200.4591836734694,1,4398,4703
A-16021-63596,2016-02-10,2016-09-29,Certified,MEXICO,TX,Elementary Bilingual Teacher,Bachelor's,Custom Computer Programming Services,50000.0,232,2016,2,10,2,2016,9,29,3,214.59227467811158,1,4398,173
A-15138-77450,2015-06-29,2015-12-09,Certified-Expired,ARGENTINA,FL,Technical Commercial Director - PET (“Polyethylene Terephthalate”),Bachelor's,Custom Computer Programming Services,157227.0,163,2015,6,29,0,2015,12,9,2,958.7012195121952,1,3341,18
A-15126-73823,2015-05-26,2016-01-06,Certified-Expired,INDIA,PA,AMS Associate 5,Bachelor's,Custom Computer Programming Services,85801.0,225,2015,5,26,1,2016,1,6,2,379.6504424778761,1,3341,4703
A-14052-44106,2014-05-27,2014-10-15,Certified-Expired,CHINA,CALIFORNIA,ASSISTANT PROFESSOR,Doctorate,"Colleges, Universities, and Professional Schools",70008.0,141,2014,5,27,1,2014,10,15,2,493.01408450704224,1,3341,750
A-16067-81330,2016-03-10,2016-06-28,Certified,INDIA,CA,Security & Privacy Manager,Master's,Custom Computer Programming Services,110000.0,110,2016,3,10,3,2016,6,28,1,990.990990990991,1,4398,4703
A-16193-31261,2016-07-19,2016-10-24,Certified,CHINA,CA,Software Development Engineer,Master's,Custom Computer Programming Services,103145.0,97,2016,7,19,1,2016,10,24,0,1052.5,1,4398,750
A-16040-71009,2016-02-16,2016-06-13,Certified,INDIA,MI,Computer Programmer Analyst,Master's,Custom Computer Programming Services,79539.0,118,2016,2,16,1,2016,6,13,0,668.3949579831933,1,4398,4703
A-16182-28055,2016-06-30,2016-12-01,Withdrawn,MEXICO,TX,Marketing Manager,Bachelor's,Custom Computer Programming Services,132974.0,154,2016,6,30,3,2016,12,1,3,857.8967741935484,1,361,173
A-16063-79645,2016-03-17,2016-06-28,Certified,INDIA,NJ,Associate,Master's,Custom Computer Programming Services,111114.0,103,2016,3,17,3,2016,6,28,1,1068.4038461538462,1,4398,4703
A-15246-14427,2015-09-02,2015-09-04,Denied,SLOVAKIA,NEW YORK,MANAGER OF CLIENT SERVICES,Bachelor's,Casinos (except Casino Hotels),114000.0,2,2015,9,2,2,2015,9,4,4,38000.0,1,225,1
A-15204-01149,2015-08-19,2016-04-22,Certified,INDIA,IL,Business Analyst Lead,Master's,Custom Computer Programming Services,90000.0,247,2015,8,19,2,2016,4,22,4,362.9032258064516,1,4398,4703
A-15128-74801,2015-05-11,2015-11-19,Certified-Expired,INDIA,MA,Senior Internal Auditor,Bachelor's,Custom Computer Programming Services,76100.0,192,2015,5,11,0,2015,11,19,3,394.30051813471505,1,3341,4703
A-14347-34156,2014-12-15,2015-07-17,Certified,INDIA,TEXAS,Computer Systems Analyst - II,Bachelor's,Computer Systems Design Services,64438.0,214,2014,12,15,0,2015,7,17,4,299.71162790697673,1,4398,4703
A-15140-78325,2015-05-28,2015-12-11,Certified-Expired,DOMINICAN REPUBLIC,MA,Logistics Engineer,Master's,Custom Computer Programming Services,92976.0,197,2015,5,28,3,2015,12,11,4,469.57575757575756,1,3341,4
A-16221-40258,2016-08-10,2016-11-09,Denied,COLOMBIA,CA,"Plant Breeder I, Sweet Pepper",Master's,Custom Computer Programming Services,71000.0,91,2016,8,10,2,2016,11,9,2,771.7391304347826,1,225,49
A-16102-95714,2016-04-19,2016-08-01,Certified,EGYPT,NY,Marketing Specialist,Bachelor's,Custom Computer Programming Services,130000.0,104,2016,4,19,1,2016,8,1,0,1238.095238095238,1,4398,17
A-14170-80207,2014-07-16,2014-12-12,Certified-Expired,INDIA,CALIFORNIA,Software Engineer,Bachelor's,Computer Systems Design Services,145000.0,149,2014,7,16,2,2014,12,12,4,966.6666666666666,1,3341,4703
A-16091-91394,2016-05-11,2016-05-11,Withdrawn,RUSSIA,IL,Sr. Software Developer,Master's,Custom Computer Programming Services,70000.0,0,2016,5,11,2,2016,5,11,2,70000.0,1,361,56
A-14302-20326,2015-09-08,2016-02-23,Certified-Expired,MEXICO,CA,IT Client Engineer,Bachelor's,Custom Computer Programming Services,88611.0,168,2015,9,8,1,2016,2,23,1,524.3254437869823,1,3341,173
A-15196-98166,2016-01-28,2016-05-05,Certified,INDIA,NC,Senior Statistical Programmer,Master's,Custom Computer Programming Services,87194.0,98,2016,1,28,3,2016,5,5,3,880.7474747474747,1,4398,4703
A-15338-46837,2015-12-04,2016-05-12,Certified,INDIA,MI,System Analyst,Bachelor's,Custom Computer Programming Services,104062.0,160,2015,12,4,4,2016,5,12,3,646.3478260869565,1,4398,4703
A-15160-84416,2015-06-11,2015-12-15,Certified-Expired,RUSSIA,AZ,Lead Software Engineer,Master's,Custom Computer Programming Services,72384.0,187,2015,6,11,3,2015,12,15,1,385.02127659574467,1,3341,56
A-16126-06256,2016-05-24,2016-08-04,Certified,INDIA,WA,Developer - Team Lead,Bachelor's,Custom Computer Programming Services,120000.0,72,2016,5,24,1,2016,8,4,3,1643.835616438356,1,4398,4703
A-15009-40873,2015-01-12,2015-08-14,Certified,INDIA,TEXAS,Computer Systems Analyst - V,Bachelor's,Computer Systems Design Services,76378.0,214,2015,1,12,0,2015,8,14,4,355.24651162790695,1,4398,4703
A-15225-08426,2015-08-14,2016-01-26,Certified-Expired,SOUTH KOREA,CA,Accounting Clerk,Master's,Custom Computer Programming Services,42000.0,165,2015,8,14,4,2016,1,26,1,253.0120481927711,1,3341,617
A-16063-79830,2016-03-07,2016-11-04,Certified,INDIA,NY,Lead Data Architect,Bachelor's,Custom Computer Programming Services,115000.08,242,2016,3,7,0,2016,11,4,4,473.25135802469134,1,4398,4703
A-15148-80739,2015-05-29,2015-11-20,Certified-Expired,INDIA,NJ,Programmer,Master's,Custom Computer Programming Services,93101.0,175,2015,5,29,4,2015,11,20,4,528.9829545454545,1,3341,4703
A-14331-29300,2014-11-28,2015-05-21,Certified,SOUTH KOREA,GEORGIA,"MEAT, POULTRY AND FISH CUTTER AND TRIMMERS",High School,Poultry Processing,19594.0,174,2014,11,28,4,2015,5,21,3,111.96571428571428,1,4398,617
A-14336-29850,2014-12-10,2015-06-15,Certified,CANADA,CONNECTICUT,Assistant Curator,Master's,"Trusts, Estates, and Agency Accounts",42162.0,187,2014,12,10,2,2015,6,15,0,224.2659574468085,1,4398,280
A-16125-05570,2016-07-13,2016-09-21,Certified,NEPAL,VA,Business Analyst,Master's,Custom Computer Programming Services,103750.0,70,2016,7,13,2,2016,9,21,2,1461.2676056338028,1,4398,61
A-15275-24515,2015-11-11,2016-03-31,Certified-Expired,CHINA,NY,Compliance Coordinator,Master's,Custom Computer Programming Services,91770.0,141,2015,11,11,2,2016,3,31,3,646.2676056338029,1,3341,750
A-16232-44330,2016-08-19,2016-11-02,Certified,CHINA,MO,GENERAL LEDGER ACCOUNTANT,Bachelor's,Custom Computer Programming Services,63576.0,75,2016,8,19,4,2016,11,2,2,836.5263157894736,1,4398,750
A-15016-43279,2015-02-13,2015-09-04,Certified,GABON,DISTRICT OF COLUMBIA,Project Designer,Master's,Drywall and Insulation Contractors,71698.0,203,2015,2,13,4,2015,9,4,4,351.46078431372547,1,4398,1
A-15146-79600,2015-06-15,2015-12-07,Certified-Expired,SOUTH KOREA,MI,Project Manager,Bachelor's,Custom Computer Programming Services,101088.0,175,2015,6,15,0,2015,12,7,0,574.3636363636364,1,3341,617
A-15201-99872,2015-07-21,2016-01-21,Certified-Expired,TURKEY,IL,SCIENCE INSTRUCTIONAL COORDINATOR,Bachelor's,Custom Computer Programming Services,61090.0,184,2015,7,21,1,2016,1,21,3,330.2162162162162,1,3341,42
A-15342-47670,2016-02-11,2016-05-26,Certified,CHINA,CA,"MTS 2, Software Engineer",Master's,Custom Computer Programming Services,142376.0,105,2016,2,11,3,2016,5,26,3,1343.1698113207547,1,4398,750
A-15236-11172,2015-11-19,2016-03-29,Certified-Expired,THAILAND,CA,Engineering Manager,Master's,Custom Computer Programming Services,140000.0,131,2015,11,19,3,2016,3,29,1,1060.6060606060605,1,3341,15
A-16167-22336,2016-06-30,2016-08-22,Certified,CANADA,CA,Software Developer,Master's,Custom Computer Programming Services,140000.0,53,2016,6,30,3,2016,8,22,0,2592.5925925925926,1,4398,280
A-16011-59793,2016-01-11,2016-11-02,Denied,PAKISTAN,WA,Engineer,Bachelor's,Custom Computer Programming Services,130000.0,296,2016,1,11,0,2016,11,2,2,437.7104377104377,1,225,63
A-15163-86183,2015-06-16,2015-12-18,Certified-Expired,TAIWAN,NY,Speech Language Pathologist,Master's,Custom Computer Programming Services,88837.0,185,2015,6,16,1,2015,12,18,4,477.6182795698925,1,3341,84
A-16013-60669,2016-02-26,2016-06-03,Certified,GREECE,NY,Curriculum Coordinator,Bachelor's,Custom Computer Programming Services,53248.0,98,2016,2,26,4,2016,6,3,4,537.8585858585859,1,4398,14
A-15260-18908,2015-09-28,2016-03-23,Certified-Expired,INDIA,CA,Senior Financial Analyst,Master's,Custom Computer Programming Services,78083.0,177,2015,9,28,0,2016,3,23,2,438.6685393258427,1,3341,4703
A-15009-40915,2015-01-12,2015-08-14,Certified,INDIA,TEXAS,Computer Systems Analyst - V,Bachelor's,Computer Systems Design Services,76378.0,214,2015,1,12,0,2015,8,14,4,355.24651162790695,1,4398,4703
A-15117-70658,2015-05-06,2015-12-03,Certified-Expired,KENYA,TX,Market Research Analyst,Master's,Custom Computer Programming Services,42890.0,211,2015,5,6,2,2015,12,3,3,202.31132075471697,1,3341,4
A-14176-82203,2014-07-07,2014-12-03,Certified-Expired,INDIA,CALIFORNIA,Senior Security Engineer,Bachelor's,Software Publishers,116896.0,149,2014,7,7,0,2014,12,3,2,779.3066666666666,1,3341,4703
A-14223-97064,2014-08-11,2014-12-16,Withdrawn,DENMARK,CALIFORNIA,Partner Marketing Manager,Bachelor's,Electronic Computer Manufacturing,165000.0,127,2014,8,11,0,2014,12,16,1,1289.0625,1,361,5
A-16125-05427,2016-07-26,2016-09-21,Certified,SOUTH KOREA,NV,Mathematics Instructor,Master's,Custom Computer Programming Services,36020.0,57,2016,7,26,1,2016,9,21,2,621.0344827586207,1,4398,617
A-14149-73415,2014-06-10,2014-11-24,Certified-Expired,SOUTH KOREA,TEXAS,Packaging Engineer,Other,Semiconductor and Other Electronic Component Manufacturing,107100.0,167,2014,6,10,1,2014,11,24,0,637.5,1,3341,617
A-14195-87912,2014-07-14,2014-12-11,Certified-Expired,INDIA,WASHINGTON,software engineer,Master's,Custom Computer Programming Services,87547.0,150,2014,7,14,0,2014,12,11,3,579.7814569536424,1,3341,4703
A-15111-68824,2015-05-27,2015-11-19,Certified-Expired,INDIA,VA,Applications Developer,Bachelor's,Custom Computer Programming Services,125000.0,176,2015,5,27,2,2015,11,19,3,706.2146892655368,1,3341,4703
A-14227-98536,2014-09-11,2015-02-12,Certified-Expired,CANADA,SOUTH CAROLINA,Advanced Program Manager,Master's,Gasoline Engine and Engine Parts Manufacturing,101803.0,154,2014,9,11,3,2015,2,12,3,656.7935483870967,1,3341,280
A-14290-16882,2014-10-20,2015-03-19,Certified-Expired,INDIA,WASHINGTON,Software Development Engineer in Test,Bachelor's,Custom Computer Programming Services,84032.0,150,2014,10,20,0,2015,3,19,3,556.5033112582781,1,3341,4703
A-15103-66569,2015-04-15,2015-04-30,Withdrawn,UKRAINE,CALIFORNIA,Financial Controller,Master's,Other Computer Related Services,102000.0,15,2015,4,15,2,2015,4,30,3,6375.0,1,361,43
A-15182-93971,2015-07-29,2016-01-11,Certified-Expired,INDIA,WA,Software Engineer - Enable Application Innovation or Other,Bachelor's,Custom Computer Programming Services,112500.0,166,2015,7,29,2,2016,1,11,0,673.6526946107784,1,3341,4703
A-14213-94583,2014-08-27,2015-01-13,Certified-Expired,INDIA,TEXAS,Quality Analyst,Bachelor's,Custom Computer Programming Services,83000.0,139,2014,8,27,2,2015,1,13,1,592.8571428571429,1,3341,4703
A-14342-31872,2014-12-08,2015-07-10,Certified,INDIA,MICHIGAN,Crash Engineer,Master's,Engineering Services,78666.0,214,2014,12,8,0,2015,7,10,4,365.88837209302324,1,4398,4703
A-15201-99768,2015-07-23,2016-01-15,Certified-Expired,UKRAINE,WA,Software Engineer — Dynamics or Other,Master's,Custom Computer Programming Services,109083.0,176,2015,7,23,3,2016,1,15,4,616.2881355932203,1,3341,43
A-15147-80148,2015-07-07,2016-01-05,Certified-Expired,INDIA,CA,"Software Development Engineer, Systems, Senior",Bachelor's,Custom Computer Programming Services,131610.0,182,2015,7,7,1,2016,1,5,1,719.1803278688525,1,3341,4703
A-15182-93808,2015-07-02,2016-01-05,Certified-Expired,SOUTH KOREA,TX,Food Server,High School,Custom Computer Programming Services,16827.0,187,2015,7,2,3,2016,1,5,1,89.50531914893617,1,3341,617
A-15261-19108,2015-09-18,2016-02-23,Certified-Expired,SOUTH KOREA,SC,Commercial Cleaner,Master's,Custom Computer Programming Services,93101.0,158,2015,9,18,4,2016,2,23,1,585.5408805031446,1,3341,617
A-16194-31480,2016-07-12,2016-10-06,Certified,INDIA,FL,Senior Quality Test Analyst,Bachelor's,Custom Computer Programming Services,91650.0,86,2016,7,12,1,2016,10,6,3,1053.448275862069,1,4398,4703
A-16145-13670,2016-06-01,2016-09-06,Certified,GERMANY,MI,ASSISTANT PROFESSOR,Doctorate,Custom Computer Programming Services,81600.0,97,2016,6,1,2,2016,9,6,1,832.6530612244898,1,4398,43
A-15201-99744,2015-10-15,2016-03-09,Certified-Expired,ITALY,MA,Customer Service Engineer / Inkjet Specialist,Master's,Custom Computer Programming Services,92518.0,146,2015,10,15,3,2016,3,9,2,629.374149659864,1,3341,51
A-15068-57132,2015-03-16,2015-11-10,Certified-Expired,CANADA,IL,Consulting Component Designer,Master's,Custom Computer Programming Services,99840.0,239,2015,3,16,0,2015,11,10,1,416.0,1,3341,280
A-14238-01367,2014-09-18,2015-02-06,Certified-Expired,INDIA,CALIFORNIA,Staff Product Engineer (Design),Master's,Semiconductor and Related Device Manufacturing,142667.0,141,2014,9,18,3,2015,2,6,4,1004.6971830985915,1,3341,4703
A-15043-50317,2015-02-12,2015-09-01,Certified,INDIA,GEORGIA,Software Engineer,Master's,Computer Systems Design and Related Services,159889.6,201,2015,2,12,3,2015,9,1,1,791.5326732673268,1,4398,4703
A-15321-40407,2015-11-17,2016-06-02,Denied,SOUTH KOREA,OR,LOGISTICS MANAGER,Master's,Custom Computer Programming Services,48776.0,198,2015,11,17,1,2016,6,2,3,245.10552763819095,1,225,617
A-15259-18351,2016-07-28,2016-10-12,Certified,SOUTH KOREA,VA,Janitor,High School,Custom Computer Programming Services,17680.0,76,2016,7,28,3,2016,10,12,2,229.6103896103896,1,4398,617
A-15063-55791,2015-03-04,2015-09-18,Certified,INDIA,TEXAS,Computer Systems Analyst - II,Bachelor's,Computer Systems Design Services,64438.0,198,2015,3,4,2,2015,9,18,4,323.80904522613065,1,4398,4703
A-14328-28501,2014-12-12,2015-06-19,Certified,INDIA,CALIFORNIA,Pricing Manager,Bachelor's,Other Management Consulting Services,108000.0,189,2014,12,12,4,2015,6,19,4,568.421052631579,1,4398,4703
A-14154-74471,2014-06-03,2015-04-01,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - IV,Master's,Computer Systems Design Services,72467.0,302,2014,6,3,1,2015,4,1,2,239.16501650165017,1,3341,4703
A-16189-30143,2016-07-08,2016-09-22,Certified,INDIA,TX,Computer Systems Analyst - V,Bachelor's,Custom Computer Programming Services,81765.0,76,2016,7,8,4,2016,9,22,3,1061.8831168831168,1,4398,4703
A-16190-30636,2016-07-11,2016-10-04,Certified,INDIA,OR,Java Application Engineering Tech Lead,Bachelor's,Custom Computer Programming Services,114960.0,85,2016,7,11,0,2016,10,4,1,1336.7441860465117,1,4398,4703
A-16187-29285,2016-07-08,2016-10-13,Certified,INDIA,NY,IT Quality Sr. Analyst,Master's,Custom Computer Programming Services,84023.0,97,2016,7,8,4,2016,10,13,3,857.3775510204082,1,4398,4703
A-16182-27973,2016-06-30,2016-08-29,Certified,INDIA,NJ,Systems Analyst,Bachelor's,Custom Computer Programming Services,86070.0,60,2016,6,30,3,2016,8,29,0,1410.983606557377,1,4398,4703
A-15156-83369,2015-08-13,2016-02-02,Certified-Expired,INDIA,NY,Senior Engineer,Bachelor's,Custom Computer Programming Services,103813.0,173,2015,8,13,3,2016,2,2,1,596.6264367816092,1,3341,4703
A-15320-39757,2015-11-25,2016-04-01,Certified-Expired,INDIA,TX,SENIOR CONSULTANT/DEVELOPER,Bachelor's,Custom Computer Programming Services,81952.0,128,2015,11,25,2,2016,4,1,4,635.2868217054264,1,3341,4703
A-16165-21201,2016-06-13,2016-08-26,Certified,INDIA,MA,Senior Systems Administrator,Master's,Custom Computer Programming Services,102000.0,74,2016,6,13,0,2016,8,26,4,1360.0,1,4398,4703
A-15253-16117,2015-12-03,2016-04-15,Certified,INDIA,DC,Engineer IV,Master's,Custom Computer Programming Services,125757.0,134,2015,12,3,3,2016,4,15,4,931.5333333333333,1,4398,4703
A-15314-38046,2015-11-10,2016-04-13,Certified,PHILIPPINES,CA,Marketing Specialist,Bachelor's,Custom Computer Programming Services,56000.0,155,2015,11,10,1,2016,4,13,2,358.97435897435895,1,4398,118
A-16301-65611,2016-10-31,2016-12-09,Certified,KENYA,PA,Tax Senior (Int'l Tax - Quantitative Consulting Services),Bachelor's,Custom Computer Programming Services,79000.0,39,2016,10,31,0,2016,12,9,4,1975.0,1,4398,4
A-16167-22116,2016-06-17,2016-09-02,Certified,INDIA,NJ,Senior SAP Analyst,Master's,Custom Computer Programming Services,104000.0,77,2016,6,17,4,2016,9,2,4,1333.3333333333333,1,4398,4703
