applicant_id,application_date,decision_date,visa_status,nationality,processing_center,job_title,job_info_education,naics_title,annual_income_usd,processing_time_days,application_date_year,application_date_month,application_date_day,application_date_dayofweek,decision_date_year,decision_date_month,decision_date_day,decision_date_dayofweek,annual_income_usd_to_processing_time_days_ratio,applicant_id_frequency,visa_status_frequency,nationality_frequency
A-16012-60296,2016-01-14,2016-05-17,Certified,CHINA,WA,Software Development Engineer II,Master's,Custom Computer Programming Services,101088.0,124,2016,1,14,3,2016,5,17,1,808.704,1,4398,750
A-14113-63186,2014-05-15,2014-10-14,Certified-Expired,CANADA,NEW YORK,Senior Manager,Bachelor's,Administrative Management and General Management Consulting Services,109600.0,152,2014,5,15,3,2014,10,14,1,716.3398692810457,1,3341,280
A-15323-41246,2015-11-19,2016-04-05,Certified-Expired,NEPAL,NY,Software Engineer,Master's,Custom Computer Programming Services,92000.0,138,2015,11,19,3,2016,4,5,1,661.8705035971223,1,3341,61
A-14344-33097,2015-04-02,2015-10-21,Certified-Expired,INDIA,MA,Quality Engineer,Bachelor's,Custom Computer Programming Services,93433.0,202,2015,4,2,3,2015,10,21,2,460.2610837438424,1,3341,4703
A-16028-66342,2016-08-04,2016-10-24,Certified,SOUTH KOREA,TX,Occupational Therapist,Master's,Custom Computer Programming Services,93101.0,81,2016,8,4,3,2016,10,24,0,1135.378048780488,1,4398,617
A-16089-90620,2016-03-29,2016-10-24,Denied,SOUTH KOREA,GA,Poultry Processing Worker,Associate's,Custom Computer Programming Services,93101.0,209,2016,3,29,1,2016,10,24,0,443.33809523809526,1,225,617
A-14179-83474,2014-06-30,2014-11-19,Certified-Expired,INDIA,CALIFORNIA,Systems Analyst,Bachelor's,Custom Computer Programming Services,70845.0,142,2014,6,30,0,2014,11,19,2,495.4195804195804,1,3341,4703
A-16152-16159,2016-06-02,2016-08-29,Certified,VIETNAM,TX,Combined Food Preparation and Serving Worker,Master's,Custom Computer Programming Services,93101.0,88,2016,6,2,3,2016,8,29,0,1046.0786516853932,1,4398,83
A-16133-08796,2016-05-24,2016-08-23,Certified,FRANCE,PA,ERS Senior Consultant,Bachelor's,Custom Computer Programming Services,98904.0,91,2016,5,24,1,2016,8,23,1,1075.0434782608695,1,4398,67
A-14303-20812,2014-11-19,2015-04-30,Certified,VENEZUELA,TEXAS,Tech Sales Advisor Bus Dev (Tech Team Reservoir),Bachelor's,Engineering Services,116409.0,162,2014,11,19,2,2015,4,30,3,714.1656441717791,1,4398,59
A-15100-65798,2015-07-20,2016-01-08,Certified-Expired,SOUTH KOREA,TX,Data Analyst III,Bachelor's,Custom Computer Programming Services,84600.0,172,2015,7,20,0,2016,1,8,4,489.01734104046244,1,3341,617
A-14090-56696,2014-05-09,2014-10-07,Certified-Expired,INDIA,CALIFORNIA,"Software Engineer 3, Quality",Master's,Electronic Auctions,115853.0,151,2014,5,9,4,2014,10,7,1,762.1907894736842,1,3341,4703
A-16179-26341,2016-07-07,2016-09-27,Certified,INDIA,TX,Computer Systems Analyst - V,Bachelor's,Custom Computer Programming Services,81765.0,82,2016,7,7,3,2016,9,27,1,985.1204819277109,1,4398,4703
A-15014-42268,2015-02-03,2015-09-02,Certified,INDIA,MICHIGAN,Sr. Application Developer,Bachelor's,Custom Computer Programming Services,88296.0,211,2015,2,3,1,2015,9,2,2,416.49056603773585,1,4398,4703
A-14010-31715,2014-08-07,2014-12-29,Certified-Expired,INDIA,CALIFORNIA,Senior Software Engineer,Master's,Internet Publishing and Broadcasting,100000.0,144,2014,8,7,3,2014,12,29,0,689.6551724137931,1,3341,4703
A-16109-98342,2016-05-17,2016-08-19,Certified,INDIA,CA,Test Engineer,Master's,Custom Computer Programming Services,125011.2,94,2016,5,17,1,2016,8,19,4,1315.9073684210525,1,4398,4703
A-16286-60893,2016-10-25,2016-12-29,Certified,CAMBODIA,NC,Poultry Meat Cutters,Master's,Custom Computer Programming Services,93101.0,65,2016,10,25,1,2016,12,29,3,1410.621212121212,1,4398,3
A-14169-79625,2014-06-30,2014-11-21,Certified-Expired,PAKISTAN,NEW JERSEY,Network Engineer,Master's,Custom Computer Programming Services,70300.0,144,2014,6,30,0,2014,11,21,4,484.82758620689657,1,3341,63
A-15237-11619,2015-08-26,2016-02-04,Certified-Expired,CHINA,TX,accountant,Bachelor's,Custom Computer Programming Services,80579.0,162,2015,8,26,2,2016,2,4,3,494.3496932515337,1,3341,750
A-16145-13751,2016-05-26,2016-07-28,Certified,SOUTH KOREA,IL,Dental Technician,Master's,Custom Computer Programming Services,42515.0,63,2016,5,26,3,2016,7,28,3,664.296875,1,4398,617
A-15308-35764,2015-11-13,2016-04-18,Certified,INDIA,NJ,SOFTWARE DEVELOPER,Master's,Custom Computer Programming Services,103750.0,157,2015,11,13,4,2016,4,18,0,656.6455696202531,1,4398,4703
A-14195-88326,2014-07-24,2014-12-19,Certified-Expired,INDIA,NEW YORK,Member Technical Staff,Master's,Other Telecommunications,87550.0,148,2014,7,24,3,2014,12,19,4,587.5838926174497,1,3341,4703
A-14304-21462,2014-11-07,2015-04-23,Certified,INDIA,VIRGINIA,RF Engineer,Master's,Telecommunications,92000.0,167,2014,11,7,4,2015,4,23,3,547.6190476190476,1,4398,4703
A-15142-79099,2015-06-26,2015-12-09,Certified-Expired,INDIA,IL,"Senior Engineer, Development",Bachelor's,Custom Computer Programming Services,115000.0,166,2015,6,26,4,2015,12,9,2,688.622754491018,1,3341,4703
A-15103-66395,2015-04-03,2016-01-29,Certified-Expired,CANADA,TX,EQUIPMENT OPERATOR,Master's,Custom Computer Programming Services,28059.0,301,2015,4,3,4,2016,1,29,4,92.91059602649007,1,3341,280
A-15266-20709,2015-09-21,2016-05-02,Denied,CANADA,TX,ANTIQUE SHOP SUPERVISOR,Master's,Custom Computer Programming Services,27518.0,224,2015,9,21,0,2016,5,2,0,122.30222222222223,1,225,280
A-14223-96886,2014-08-20,2015-01-22,Certified-Expired,INDIA,NEW JERSEY,Sr. Consultant,Master's,Computer Systems Design Services,79102.0,155,2014,8,20,2,2015,1,22,3,507.06410256410254,1,3341,4703
A-15152-81787,2015-06-19,2015-12-10,Certified-Expired,INDIA,CA,Firmware Development Engineer,Master's,Custom Computer Programming Services,74880.0,174,2015,6,19,4,2015,12,10,3,427.8857142857143,1,3341,4703
A-14342-32078,2014-12-11,2015-07-14,Certified,CHINA,CALIFORNIA,Software Engineer,Master's,Computer Systems Design Services,91104.0,215,2014,12,11,3,2015,7,14,1,421.77777777777777,1,4398,750
A-14202-90743,2014-07-28,2014-12-18,Certified-Expired,INDIA,TEXAS,Consultant (Systems Analyst),Bachelor's,Custom Computer Programming Services,76773.0,143,2014,7,28,0,2014,12,18,3,533.1458333333334,1,3341,4703
A-15350-51525,2015-12-22,2016-05-03,Certified,GERMANY,TX,FINANCIAL ANALYST,Master's,Custom Computer Programming Services,116397.0,133,2015,12,22,1,2016,5,3,1,868.6343283582089,1,4398,43
A-16138-11300,2016-08-29,2016-10-24,Certified,NEPAL,CA,Software Development Engineer,Bachelor's,Custom Computer Programming Services,102500.0,56,2016,8,29,0,2016,10,24,0,1798.2456140350878,1,4398,61
A-14232-99778,2014-09-02,2015-01-28,Certified-Expired,INDIA,CALIFORNIA,Principal Engineer TD Integration Engineering,Master's,Semiconductor and Related Device Manufacturing,71386.0,148,2014,9,2,1,2015,1,28,2,479.1006711409396,1,3341,4703
A-16006-57823,2016-01-11,2016-05-18,Certified,INDIA,CA,Senior Member of Technical Staff,Master's,Custom Computer Programming Services,126000.0,128,2016,1,11,0,2016,5,18,2,976.7441860465116,1,4398,4703
A-16286-60880,2016-10-12,2016-12-28,Certified,INDIA,VA,Programmer Analyst,Master's,Custom Computer Programming Services,103272.0,77,2016,10,12,2,2016,12,28,2,1324.0,1,4398,4703
A-15127-74279,2015-05-18,2015-11-19,Certified-Expired,INDIA,KY,Software Engineer,Master's,Custom Computer Programming Services,85000.0,185,2015,5,18,0,2015,11,19,3,456.98924731182797,1,3341,4703
A-14093-57773,2014-05-06,2014-10-07,Certified-Expired,INDIA,GEORGIA,Assistant Project Engineer,Bachelor's,Aircraft Manufacturing,110178.0,154,2014,5,6,1,2014,10,7,1,710.825806451613,1,3341,4703
A-15265-20671,2015-09-22,2016-02-26,Certified-Expired,SOUTH KOREA,GA,Poultry Line Worker,Master's,Custom Computer Programming Services,19718.0,157,2015,9,22,1,2016,2,26,4,124.79746835443038,1,3341,617
A-15190-96324,2015-07-28,2016-01-12,Certified-Expired,CANADA,WA,Premier Field Engineer* (cont'd in H.14),Master's,Custom Computer Programming Services,109889.0,168,2015,7,28,1,2016,1,12,1,650.2307692307693,1,3341,280
A-15229-09013,2015-08-17,2016-01-26,Certified-Expired,SOUTH KOREA,MA,Architectural Manager,Bachelor's,Custom Computer Programming Services,92000.0,162,2015,8,17,0,2016,1,26,1,564.4171779141104,1,3341,617
A-14279-13339,2014-10-19,2015-03-13,Certified-Expired,INDIA,CALIFORNIA,Principal Software QA Engineer,Bachelor's,Semiconductor and Related Device Manufacturing,148803.0,145,2014,10,19,6,2015,3,13,4,1019.1986301369863,1,3341,4703
A-14222-96829,2014-08-27,2015-01-15,Certified-Expired,CANADA,CALIFORNIA,Senior Allocation Manager,Bachelor's,Other Activities Related to Real Estate,120000.0,141,2014,8,27,2,2015,1,15,3,845.0704225352113,1,3341,280
A-16096-93097,2016-05-02,2016-08-04,Certified,PAKISTAN,MS,PURCHASE CLERK,Master's,Custom Computer Programming Services,39125.0,94,2016,5,2,0,2016,8,4,3,411.8421052631579,1,4398,63
A-15338-46502,2015-12-09,2016-05-03,Certified,POLAND,NY,Product Manager – Insurance Products,Master's,Custom Computer Programming Services,140000.0,146,2015,12,9,2,2016,5,3,1,952.3809523809524,1,4398,30
A-14147-72564,2014-07-05,2014-12-01,Certified-Expired,INDIA,CALIFORNIA,IT Analyst,Bachelor's,Electronic Computer Manufacturing,94230.0,149,2014,7,5,5,2014,12,1,0,628.2,1,3341,4703
A-16053-75450,2016-03-18,2016-06-21,Certified,INDIA,WA,Systems Administrator/Engineer II,Master's,Custom Computer Programming Services,101088.0,95,2016,3,18,4,2016,6,21,1,1053.0,1,4398,4703
A-14268-10204,2014-11-07,2015-04-22,Certified,UKRAINE,MASSACHUSETTS,Computer Software Developer and Analyst,Bachelor's,Computer Systems Design Services,166837.0,166,2014,11,7,4,2015,4,22,2,999.0239520958083,1,4398,43
A-14344-32750,2014-12-26,2015-07-24,Certified,UNITED KINGDOM,NEW YORK,Associate Attorney,Other,Offices of Lawyers,137500.0,210,2014,12,26,4,2015,7,24,4,651.6587677725119,1,4398,77
A-14191-86758,2014-08-05,2015-01-12,Certified-Expired,TAIWAN,MASSACHUSETTS,"Manager, Marketing Intelligence",Master's,Software Publishers,89086.0,160,2014,8,5,1,2015,1,12,0,553.3291925465838,1,3341,84
A-15006-39494,2015-01-14,2015-10-14,Denied,CANADA,MN,Field Technician II,Associate's,Custom Computer Programming Services,52500.0,273,2015,1,14,2,2015,10,14,2,191.6058394160584,1,225,280
A-16105-97292,2016-04-15,2016-11-18,Denied,VIETNAM,DE,Poultry Worker,Master's,Custom Computer Programming Services,22880.0,217,2016,4,15,4,2016,11,18,4,104.95412844036697,1,225,83
A-14168-79218,2014-07-01,2015-01-06,Certified-Expired,CHINA,NORTH CAROLINA,Production Line Worker,Master's,Poultry Processing,93101.0,189,2014,7,1,1,2015,1,6,1,490.0052631578947,1,3341,750
A-15364-55949,2016-03-30,2016-06-15,Certified,INDIA,MA,Senior Quality Assurance Engineer,Bachelor's,Custom Computer Programming Services,85780.0,77,2016,3,30,2,2016,6,15,2,1099.7435897435898,1,4398,4703
A-15029-46770,2015-01-29,2015-08-24,Certified,CHINA,SOUTH CAROLINA,Commercial Cleaner,Master's,Janitorial Services,93101.0,207,2015,1,29,3,2015,8,24,0,447.60096153846155,1,4398,750
A-16034-68915,2016-02-17,2016-09-28,Certified,UNITED STATES OF AMERICA,CA,DESIGN ENGINEER,Master's,Custom Computer Programming Services,108992.0,224,2016,2,17,2,2016,9,28,2,484.4088888888889,1,4398,8
A-16026-65376,2016-01-26,2016-05-12,Certified,INDIA,NJ,Business Development Manager,Master's,Custom Computer Programming Services,150093.0,107,2016,1,26,1,2016,5,12,3,1389.75,1,4398,4703
A-15008-40543,2015-01-09,2015-08-14,Certified,INDIA,NEW YORK,Information Technology Manager-2,Bachelor's,Custom Computer Programming Services,133730.0,217,2015,1,9,4,2015,8,14,4,613.440366972477,1,4398,4703
A-16127-06521,2016-06-14,2016-08-22,Certified,COLOMBIA,TX,RAN Engineer,Bachelor's,Custom Computer Programming Services,90000.0,69,2016,6,14,1,2016,8,22,0,1285.7142857142858,1,4398,49
A-15323-41396,2015-11-24,2016-04-13,Certified,FRANCE,CA,Principal Sales Consultant,Bachelor's,Custom Computer Programming Services,130000.0,141,2015,11,24,1,2016,4,13,2,915.4929577464789,1,4398,67
A-15006-39485,2015-01-06,2015-08-26,Certified,SOUTH KOREA,MISSISSIPPI,Catfish Processor,Master's,Fresh and Frozen Seafood Processing,17035.2,232,2015,1,6,1,2015,8,26,2,73.11244635193134,1,4398,617
A-15352-52796,2015-12-29,2016-04-27,Withdrawn,CHINA,CA,Senior Software Engineer,Master's,Custom Computer Programming Services,152000.0,120,2015,12,29,1,2016,4,27,2,1256.198347107438,1,361,750
A-15106-67481,2015-05-11,2015-11-19,Certified-Expired,INDIA,CA,Senior Network Administrators,Master's,Custom Computer Programming Services,84302.0,192,2015,5,11,0,2015,11,19,3,436.7979274611399,1,3341,4703
A-16112-00551,2016-07-21,2016-10-06,Certified,INDIA,TX,Technology Lead - U.S. (Open Systems),Bachelor's,Custom Computer Programming Services,81952.0,77,2016,7,21,3,2016,10,6,3,1050.6666666666667,1,4398,4703
A-14141-71319,2014-06-17,2014-12-12,Certified-Expired,INDIA,WASHINGTON,IT Service Operations Engineer 2 - Corporate or Other,Master's,Software Publishers,92643.0,178,2014,6,17,1,2014,12,12,4,517.5586592178771,1,3341,4703
A-16011-59658,2016-02-29,2016-05-27,Certified,INDIA,MI,SAP Basis Engineer,Bachelor's,Custom Computer Programming Services,110000.0,88,2016,2,29,0,2016,5,27,4,1235.9550561797753,1,4398,4703
A-16204-35237,2016-08-11,2016-10-26,Certified,INDIA,CA,"Principal Specialist, Organizational Development",Master's,Custom Computer Programming Services,94162.0,76,2016,8,11,3,2016,10,26,2,1222.8831168831168,1,4398,4703
A-15133-76228,2015-05-21,2015-12-01,Certified-Expired,INDIA,MO,Software Engineer Lead,Master's,Custom Computer Programming Services,76419.0,194,2015,5,21,3,2015,12,1,1,391.89230769230767,1,3341,4703
A-14238-01362,2014-09-16,2015-02-06,Certified-Expired,INDIA,COLORADO,Computer Software Engineer,Bachelor's,Other Computer Related Services,124363.0,143,2014,9,16,1,2015,2,6,4,863.6319444444445,1,3341,4703
A-15267-21239,2015-09-28,2016-02-23,Certified-Expired,JAPAN,IL,Logistics Coordinator,Bachelor's,Custom Computer Programming Services,58531.0,148,2015,9,28,0,2016,2,23,1,392.8255033557047,1,3341,51
A-15181-93363,2015-08-06,2016-02-02,Certified-Expired,INDIA,CA,Pricing Analyst,Master's,Custom Computer Programming Services,133900.0,180,2015,8,6,3,2016,2,2,1,739.7790055248619,1,3341,4703
A-15028-46190,2015-03-17,2015-09-18,Certified,CANADA,NEW YORK,Associate-Intermediate-Research/VP,Bachelor's,Investment Banking and Securities Dealing,127200.0,185,2015,3,17,1,2015,9,18,4,683.8709677419355,1,4398,280
A-15349-50892,2015-12-24,2016-04-25,Certified,SOUTH KOREA,CA,Engineer IV,Master's,Custom Computer Programming Services,87339.0,123,2015,12,24,3,2016,4,25,0,704.3467741935484,1,4398,617
A-14357-37594,2014-12-24,2015-06-29,Certified,INDIA,TEXAS,Computer Systems Analyst - IV,Master's,Computer Systems Design Services,76378.0,187,2014,12,24,2,2015,6,29,0,406.2659574468085,1,4398,4703
A-14136-70171,2014-06-24,2014-11-12,Certified-Expired,INDIA,WASHINGTON,Service Engineer 2- IEB or Other,Master's,Software Publishers,113922.0,141,2014,6,24,1,2014,11,12,2,802.2676056338029,1,3341,4703
A-14219-96150,2014-11-21,2015-04-30,Certified,ISRAEL,CALIFORNIA,Product Marketing Manager,Master's,Custom Computer Programming Services,150030.0,160,2014,11,21,4,2015,4,30,3,931.8633540372671,1,4398,31
A-15363-55436,2016-01-07,2016-05-18,Certified,INDIA,MO,EXPERT RF ENGINEER,Master's,Custom Computer Programming Services,98000.0,132,2016,1,7,3,2016,5,18,2,736.8421052631579,1,4398,4703
A-15133-75941,2015-05-13,2015-11-20,Certified-Expired,INDIA,NY,Engagement Manager,Master's,Custom Computer Programming Services,150000.0,191,2015,5,13,2,2015,11,20,4,781.25,1,3341,4703
A-15180-92526,2015-07-09,2015-08-06,Withdrawn,INDIA,CALIFORNIA,Process Support Engineer,Master's,Semiconductor and Other Electronic Component Manufacturing,91235.0,28,2015,7,9,3,2015,8,6,3,3146.0344827586205,1,361,4703
A-16052-75120,2016-03-03,2016-10-26,Certified,INDIA,MI,Project Engineer,Bachelor's,Custom Computer Programming Services,66500.0,237,2016,3,3,3,2016,10,26,2,279.4117647058824,1,4398,4703
A-14210-93549,2014-07-29,2015-01-26,Certified-Expired,INDIA,CALIFORNIA,Software Engineer,Master's,Custom Computer Programming Services,93268.0,181,2014,7,29,1,2015,1,26,0,512.4615384615385,1,3341,4703
A-16274-57949,2016-09-30,2016-09-30,Withdrawn,SOUTH KOREA,AR,Poultry Processing Worker,Master's,Custom Computer Programming Services,21840.0,0,2016,9,30,4,2016,9,30,4,21840.0,1,361,617
A-16071-83382,2016-04-04,2016-07-07,Certified,SRI LANKA,CA,Applications Developer,Master's,Custom Computer Programming Services,72505.0,94,2016,4,4,0,2016,7,7,3,763.2105263157895,1,4398,12
A-15344-48861,2016-01-12,2016-05-11,Certified,RUSSIA,CA,GIS Product Engineer,Bachelor's,Custom Computer Programming Services,113381.0,120,2016,1,12,1,2016,5,11,2,937.0330578512396,1,4398,56
A-16070-83033,2016-05-06,2016-08-10,Certified,INDIA,NY,Lead Programmer Analyst,Bachelor's,Custom Computer Programming Services,113838.0,96,2016,5,6,4,2016,8,10,2,1173.5876288659795,1,4398,4703
A-16036-69619,2016-02-09,2016-06-09,Certified,INDIA,CA,"Software Engineers-Applications (Senior Software Engineer, Quality)",Bachelor's,Custom Computer Programming Services,138362.0,121,2016,2,9,1,2016,6,9,3,1134.1147540983607,1,4398,4703
A-14294-17647,2014-10-24,2015-04-09,Certified,INDIA,CALIFORNIA,Principal Account Strategist,Master's,Computer Systems Design Services,128190.0,167,2014,10,24,4,2015,4,9,3,763.0357142857143,1,4398,4703
A-15202-00498,2015-07-21,2016-04-14,Certified,INDIA,CA,Senior Software Engineer,Master's,Custom Computer Programming Services,131269.0,268,2015,7,21,1,2016,4,14,3,487.9888475836431,1,4398,4703
A-15302-34090,2015-11-06,2016-04-08,Certified,INDIA,CA,Lead Electrical Engineer,Bachelor's,Custom Computer Programming Services,95243.0,154,2015,11,6,4,2016,4,8,4,614.4709677419355,1,4398,4703
A-14155-74779,2014-06-04,2014-11-10,Certified-Expired,TURKEY,VIRGINIA,"Team Lead, Software Engineer",Master's,Custom Computer Programming Services,105144.0,159,2014,6,4,2,2014,11,10,0,657.15,1,3341,42
A-16046-73141,2016-02-15,2016-06-09,Certified,INDIA,FL,Software Developer,Bachelor's,Custom Computer Programming Services,75000.0,115,2016,2,15,0,2016,6,9,3,646.551724137931,1,4398,4703
A-14154-74431,2014-07-03,2014-12-01,Certified-Expired,CHINA,CALIFORNIA,Software Engineer,Master's,Computer Systems Design Services,105000.0,151,2014,7,3,3,2014,12,1,0,690.7894736842105,1,3341,750
A-16214-37842,2016-08-15,2016-10-25,Certified,PANAMA,CA,Sr. Member of Technical Staff - Software Engineer,Master's,Custom Computer Programming Services,142376.0,71,2016,8,15,0,2016,10,25,1,1977.4444444444443,1,4398,3
A-14279-13472,2014-10-06,2015-03-02,Certified-Expired,INDIA,CALIFORNIA,Component Design Engineer,Master's,Semiconductor and Other Electronic Component Manufacturing,105394.0,147,2014,10,6,0,2015,3,2,0,712.1216216216217,1,3341,4703
A-16244-48266,2016-08-31,2016-11-09,Certified,INDIA,NY,Software Developer / Analyst,Master's,Custom Computer Programming Services,69077.0,70,2016,8,31,2,2016,11,9,2,972.9154929577464,1,4398,4703
A-15090-63019,2015-04-07,2015-12-15,Withdrawn,CHINA,CA,Software Engineer,Master's,Custom Computer Programming Services,130000.0,252,2015,4,7,1,2015,12,15,1,513.8339920948616,1,361,750
A-15098-65096,2015-04-08,2015-11-12,Certified-Expired,POLAND,RI,General Accountant,Bachelor's,Custom Computer Programming Services,80870.0,218,2015,4,8,2,2015,11,12,3,369.26940639269407,1,3341,30
A-15159-84209,2015-06-12,2015-12-17,Certified-Expired,INDIA,RI,"Advisor, Strategic Product Development",Master's,Custom Computer Programming Services,122138.0,188,2015,6,12,4,2015,12,17,3,646.2328042328043,1,3341,4703
A-16060-78034,2016-03-04,2016-06-28,Certified,INDIA,PA,Senior Analyst - webMethods Developer,Master's,Custom Computer Programming Services,115000.0,116,2016,3,4,4,2016,6,28,1,982.9059829059829,1,4398,4703
A-16200-33718,2016-07-25,2016-09-28,Certified,INDIA,IL,"Software Development Engineer in Test, Lead",Master's,Custom Computer Programming Services,102000.0,65,2016,7,25,0,2016,9,28,2,1545.4545454545455,1,4398,4703
A-16042-72064,2016-02-12,2016-10-17,Certified,SOUTH KOREA,HI,Bookkeeper,High School,Custom Computer Programming Services,38232.04,248,2016,2,12,4,2016,10,17,0,153.5423293172691,1,4398,617
A-14178-82990,2014-06-28,2015-04-06,Certified-Expired,INDIA,TEXAS,Computer Systems Analyst - II,Bachelor's,Computer Systems Design Services,54059.0,282,2014,6,28,5,2015,4,6,0,191.02120141342755,1,3341,4703
A-15176-91427,2015-07-03,2016-01-07,Certified-Expired,CHINA,CO,Occupational Therapist,Master's,Custom Computer Programming Services,93101.0,188,2015,7,3,4,2016,1,7,3,492.5978835978836,1,3341,750
A-16225-41841,2016-08-22,2016-11-21,Certified,UKRAINE,PA,Lead Software Engineer,Master's,Custom Computer Programming Services,100000.0,91,2016,8,22,0,2016,11,21,0,1086.9565217391305,1,4398,43
A-16153-16735,2016-06-08,2016-09-14,Certified,INDIA,GA,Senior Business Analyst,Bachelor's,Custom Computer Programming Services,112000.0,98,2016,6,8,2,2016,9,14,2,1131.3131313131314,1,4398,4703
A-15252-15751,2015-09-10,2016-03-03,Certified-Expired,CHINA,CA,Software Developer,Master's,Custom Computer Programming Services,104926.0,175,2015,9,10,3,2016,3,3,3,596.1704545454545,1,3341,750
A-14134-69420,2014-05-23,2014-10-24,Certified-Expired,INDIA,PENNSYLVANIA,Project Controller Manager,Bachelor's,Management Consulting Services,109555.0,154,2014,5,23,4,2014,10,24,4,706.8064516129032,1,3341,4703
A-14330-28950,2014-11-26,2015-06-10,Certified,INDIA,NEW JERSEY,Systems Software Engineer II (Multiple Openings),Bachelor's,Custom Computer Programming Services,97011.0,196,2014,11,26,2,2015,6,10,2,492.44162436548226,1,4398,4703
A-15033-47433,2015-02-02,2015-08-27,Certified,INDIA,CALIFORNIA,Software Engineer,Master's,Computer Systems Design Services,113000.0,206,2015,2,2,0,2015,8,27,3,545.8937198067633,1,4398,4703
A-14302-20742,2015-01-24,2015-08-26,Certified,CANADA,CALIFORNIA,Art Lead,Associate's,Software Publishers,117200.0,214,2015,1,24,5,2015,8,26,2,545.1162790697674,1,4398,280
A-15050-52123,2015-03-25,2015-04-14,Withdrawn,INDIA,CALIFORNIA,Software Developer,Master's,Computer Systems Design and Related Services,90418.0,20,2015,3,25,2,2015,4,14,1,4305.619047619048,1,361,4703
A-15196-98344,2015-08-10,2016-02-03,Certified-Expired,INDIA,WA,Senior IT Software Development Engineer - Strategic Enterprise Services IT or Other,Master's,Custom Computer Programming Services,112986.0,177,2015,8,10,0,2016,2,3,2,634.7528089887641,1,3341,4703
A-16074-83995,2016-04-12,2016-07-05,Certified,INDIA,CA,Network Engineer,Master's,Custom Computer Programming Services,137000.0,84,2016,4,12,1,2016,7,5,1,1611.764705882353,1,4398,4703
A-16260-53384,2016-09-19,2016-12-01,Certified,INDIA,VA,Software Architect (Functional Title: Software Developer/Engineer or Software/Systems Analyst),Bachelor's,Custom Computer Programming Services,127500.0,73,2016,9,19,0,2016,12,1,3,1722.972972972973,1,4398,4703
A-16205-35406,2016-08-14,2016-09-01,Withdrawn,VIETNAM,GA,"Full-Time, General Farm Laborer, Nursery, Harvest Labor",Master's,Custom Computer Programming Services,93101.0,18,2016,8,14,6,2016,9,1,3,4900.0526315789475,1,361,83
A-15289-29585,2015-10-16,2016-04-25,Certified,PAKISTAN,VA,SENIOR PROGRAMMER ANALYST,Bachelor's,Custom Computer Programming Services,126000.0,192,2015,10,16,4,2016,4,25,0,652.8497409326425,1,4398,63
A-16092-92097,2016-04-28,2016-07-19,Certified,INDIA,CA,Product Manager,Master's,Custom Computer Programming Services,155542.0,82,2016,4,28,3,2016,7,19,1,1874.0,1,4398,4703
A-16202-34384,2016-08-01,2016-10-25,Certified,INDIA,PA,Sr. Software Engineer,Master's,Custom Computer Programming Services,112000.0,85,2016,8,1,0,2016,10,25,1,1302.3255813953488,1,4398,4703
A-15188-95210,2015-07-08,2016-01-12,Certified-Expired,SOUTH KOREA,CA,Welder Assistant,Master's,Custom Computer Programming Services,23338.0,188,2015,7,8,2,2016,1,12,1,123.48148148148148,1,3341,617
A-16119-03593,2016-08-01,2016-11-16,Certified,INDIA,TX,Project Manager - U.S.,Master's,Custom Computer Programming Services,108063.0,107,2016,8,1,0,2016,11,16,2,1000.5833333333334,1,4398,4703
A-14154-74719,2014-06-26,2014-11-14,Certified-Expired,INDIA,WASHINGTON,Senior Support Escalation Engineer-Global Business Support-Delivery or Other,Master's,Software Publishers,118963.0,141,2014,6,26,3,2014,11,14,4,837.7676056338029,1,3341,4703
A-16064-80339,2016-03-07,2016-10-27,Certified,INDIA,FL,Systems Analyst,Master's,Custom Computer Programming Services,74298.0,234,2016,3,7,0,2016,10,27,3,316.16170212765957,1,4398,4703
A-14105-60684,2014-05-16,2014-10-09,Certified-Expired,CHINA,WASHINGTON,Software Development Engineer - Core Search Dev/Test or Other,Master's,Software Publishers,100000.0,146,2014,5,16,4,2014,10,9,3,680.2721088435375,1,3341,750
A-15363-55297,2016-02-17,2016-06-08,Certified,INDIA,NC,Vice President; Production Services Lead,Bachelor's,Custom Computer Programming Services,120037.0,112,2016,2,17,2,2016,6,8,2,1062.274336283186,1,4398,4703
A-16242-47452,2016-09-15,2016-11-29,Certified,INDIA,CA,Senior Programmer Analysts,Master's,Custom Computer Programming Services,98883.0,75,2016,9,15,3,2016,11,29,1,1301.092105263158,1,4398,4703
A-14118-64303,2014-05-20,2014-10-15,Certified-Expired,INDIA,NEW YORK,"Vice President, Credit Analyst",Bachelor's,Investment Banking and Securities Dealing,140000.0,148,2014,5,20,1,2014,10,15,2,939.5973154362416,1,3341,4703
A-14168-79404,2014-10-17,2015-03-11,Certified-Expired,TAIWAN,ILLINOIS,Product Development Chemist,Master's,"Frozen Cakes, Pies, and Other Pastries Manufacturing",55078.0,145,2014,10,17,4,2015,3,11,2,377.24657534246575,1,3341,84
A-15141-78944,2015-09-18,2016-02-16,Certified-Expired,INDIA,CA,Product Validation Engineer II,Master's,Custom Computer Programming Services,109762.0,151,2015,9,18,4,2016,2,16,1,722.1184210526316,1,3341,4703
A-15146-79786,2015-07-16,2016-01-06,Certified-Expired,CHINA,WA,Software Engineer - Core MBS - Non-SMSG - GRN Dynamics or Other,Master's,Custom Computer Programming Services,104800.0,174,2015,7,16,3,2016,1,6,2,598.8571428571429,1,3341,750
